time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2024-11-19,2024-11-19,ZALA,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0SwwcAbiHxpWjdLPhjv83RbETc1kUYcf6DuuHxqksnAvKBVZGhFvZ4raqNvvxaswTl
2024-11-19,2024-11-19,Supercam,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0SwwcAbiHxpWjdLPhjv83RbETc1kUYcf6DuuHxqksnAvKBVZGhFvZ4raqNvvxaswTl
2024-11-18 11:57,2024-11-18 11:57,Iskander-M,,Odesa oblast,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid033Fe1i5Qkyhv4bKKvjJpaMeEK3hAttznxkSPc8fymjDYTjKuTGmSvSWppiZY3sS8ol
2024-11-18 11:45,2024-11-18 11:45,Orlan-10,,Odesa oblast,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid033Fe1i5Qkyhv4bKKvjJpaMeEK3hAttznxkSPc8fymjDYTjKuTGmSvSWppiZY3sS8ol
2024-11-17 19:30,2024-11-18 08:00,X-59,Kursk oblast,Sumy oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02HfrwK8KEwNpDtRAPKea44MMDh5sunYW9vXqhuLpQCExXmAXN1W4Z1mKCCnTHuEkrl
2024-11-17 19:30,2024-11-18 08:00,Shahed-136/131,Kursk oblast,Ukraine,,11.0,8.0,3.0,,{},,,,,,,,"{'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN}",,,kpszsu/posts/pfbid02HfrwK8KEwNpDtRAPKea44MMDh5sunYW9vXqhuLpQCExXmAXN1W4Z1mKCCnTHuEkrl
2024-11-17 19:30,2024-11-18 08:00,Iskander-M,Voronezh oblast,Sumy oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02HfrwK8KEwNpDtRAPKea44MMDh5sunYW9vXqhuLpQCExXmAXN1W4Z1mKCCnTHuEkrl
2024-11-18,2024-11-18,ZALA,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NUnURyYjqDx6gHmXQzsBa2vQf9agtaRH1YgfJZta8eB2mXDp2QbAvMNdccZiaK3pl
2024-11-18,2024-11-18,Supercam,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NUnURyYjqDx6gHmXQzsBa2vQf9agtaRH1YgfJZta8eB2mXDp2QbAvMNdccZiaK3pl
2024-11-18,2024-11-18,Orlan-10,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NUnURyYjqDx6gHmXQzsBa2vQf9agtaRH1YgfJZta8eB2mXDp2QbAvMNdccZiaK3pl
2024-11-18,2024-11-18,Lancet,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02NUnURyYjqDx6gHmXQzsBa2vQf9agtaRH1YgfJZta8eB2mXDp2QbAvMNdccZiaK3pl
2024-11-16 20:00,2024-11-17 12:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,90.0,42.0,41.0,,{'russia': 2.0},,,,,,,,"{'south': 6, 'west': 1}",,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,X-59/X-69,,Ukraine,,5.0,5.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,X-47 Kinzhal,,Ukraine,,8.0,7.0,,,{},,,,10 x MiG-31K,,,,,,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,X-22 and X-31P,,Ukraine,,4.0,4.0,,,{},,,,2 x Tu-22M3,,,,,,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,X-101/X-555 and Kalibr,,Ukraine,,101.0,85.0,,,{},,,,16 x Tu-95MS and 7 x Tu-160 and 4 x Navy,,,,"{'south': 25, 'west': 31}",,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,Iskander-M,,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-17 05:30,2024-11-17 08:30,3M22 Zircon,,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0NtNfiWC27XJpe2PHcaBArQk6Js7Cn9N1mMEwHPMsVHq9qTd83J9pJ1zS7xJp4Eh5l
2024-11-15 20:30,2024-11-16 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,83.0,53.0,30.0,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 7, 'Khmelnytskyi oblast': NaN, 'Kharkiv oblast': NaN,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid033Q3hKDFCnYqWEQAXM2r7pKnyjvSnwavjGEY3w1LuZhf3YjjRFk4v4xL1BAR865Xzl
2024-11-15 20:30,2024-11-16 08:30,Lancet,,south,,3.0,3.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid031jiwgTZyxt9ywuLUnAQ88L2XLBRvGmqBctH1E69HTzb25VBATdAWxAMsLLrsnYm1l
2024-11-15 20:30,2024-11-16 08:30,C-300,,Kharkiv oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid033Q3hKDFCnYqWEQAXM2r7pKnyjvSnwavjGEY3w1LuZhf3YjjRFk4v4xL1BAR865Xzl
2024-11-14 21:00,2024-11-15 08:30,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast,,29.0,25.0,,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': NaN, 'Ternopil oblast': 2, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid02dDnfoFXh172xeY19tgEjWnaQ5N9TL58Cram5qNrAGGBMg2JWVmSrjzjadoftByM1l
2024-11-14 21:30,2024-11-14 22:00,X-59/X-69,Black Sea,Odesa oblast,,2.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02dDnfoFXh172xeY19tgEjWnaQ5N9TL58Cram5qNrAGGBMg2JWVmSrjzjadoftByM1l
2024-11-13 19:00,2024-11-14 08:30,Shahed-136/131,Kursk oblast,Ukraine,,59.0,21.0,38.0,,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kharkiv oblast': NaN, 'Poltava oblast': NaN}",,,kpszsu/posts/pfbid02dDnfoFXh172xeY19tgEjWnaQ5N9TL58Cram5qNrAGGBMg2JWVmSrjzjadoftByM1l
2024-11-12 15:00,2024-11-13 10:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,90.0,37.0,46.0,2.0,{'belarus': 2.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN,    'Chernihiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid02WcMHuDNmpCr6XcT227RmhfBiUvqFDxXSA9EFTSiv688pbFABXetdL3AsqQCki44Tl
2024-11-13 06:00,2024-11-13 08:00,X-101/X-555,Caspian Sea,Ukraine,,2.0,2.0,,,{},,,,Tu-95MS,,,,,,,kpszsu/posts/pfbid02WcMHuDNmpCr6XcT227RmhfBiUvqFDxXSA9EFTSiv688pbFABXetdL3AsqQCki44Tl
2024-11-13 06:00,2024-11-13 08:00,Iskander-M/KN-23,Voronezh oblast,Ukraine,,2.0,2.0,,,{},,,,Tu-95MS,,,,,,,kpszsu/posts/pfbid02WcMHuDNmpCr6XcT227RmhfBiUvqFDxXSA9EFTSiv688pbFABXetdL3AsqQCki44Tl
2024-11-13 06:00,2024-11-13 08:00,C-300,Kursk oblast,Sumy oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02WcMHuDNmpCr6XcT227RmhfBiUvqFDxXSA9EFTSiv688pbFABXetdL3AsqQCki44Tl
2024-11-11 21:00,2024-11-12 11:00,X-59/X-69,Kursk oblast,Chernihiv oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0muaHGuk1KdLAPjMnfzpJprKNkv53urH572LmYyriY3upMSWB2Jh9VjbQseNEv2Xql
2024-11-11 21:00,2024-11-12 11:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Ukraine,,110.0,46.0,60.0,,{'belarus': 2.0},,,,,,,,"{'Mykolaiv oblast': 5, 'Kharkiv oblast': NaN,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN,    'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid0muaHGuk1KdLAPjMnfzpJprKNkv53urH572LmYyriY3upMSWB2Jh9VjbQseNEv2Xql
2024-11-11 21:00,2024-11-12 11:00,C-300,Belgorod oblast,Kharkiv,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0muaHGuk1KdLAPjMnfzpJprKNkv53urH572LmYyriY3upMSWB2Jh9VjbQseNEv2Xql
2024-11-10 20:00,2024-11-11 09:30,X-59/X-69,Zaporizhzhia oblast,Ukraine,,2.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02525KLHVcfaW9nZfRexr72BEfG3E14Mr9wGVCjEhaiQyX3zoFQ9YyHaTYZMGscBTSl
2024-11-10 20:00,2024-11-11 09:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,74.0,39.0,30.0,,{'belarus': 3.0},,,,,,,,"{'Mykolaiv oblast': 5,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN,    'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid02525KLHVcfaW9nZfRexr72BEfG3E14Mr9wGVCjEhaiQyX3zoFQ9YyHaTYZMGscBTSl
2024-11-09 20:00,2024-11-10 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Ukraine,,145.0,62.0,67.0,,{'belarus': 10.0},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 9, 'Khmelnytskyi oblast and Rivne oblast': 5, 'Vinnytsia oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN, 'Kharkiv oblast': NaN}",,,kpszsu/posts/pfbid02WGh4h2c3C4siGWk4vZfjhkxbZGbHtjJPSFcpA8YoAFN7EWoVRR4Q1gUmD8oTWXuFl
2024-11-08 21:00,2024-11-09 08:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast,Odesa oblast,,51.0,32.0,18.0,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 12, 'Ternopil oblast': 3, 'Vinnytsia oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN, 'Kharkiv oblast': NaN}",,,kpszsu/posts/pfbid0KNh8zwaEUDoSRmC98Z1fmr3fj7QmpYCsj91MnN7j6Vxbur72CoouKoHiqkcvGB9Ml
2024-11-07 18:00,2024-11-08 09:00,X-59/X-69,Belgorod oblast,Ukraine,,4.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0TneFwE6AayFrS64wiPHcoTpCpoEPuLmMfxDkA4pthnhEUyZBiQXDmokvfiXujXxml
2024-11-07 18:00,2024-11-08 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast",Ukraine,,92.0,62.0,26.0,1.0,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 18, 'Khmelnytskyi oblast and Ivano-Frankivsk oblast': 3, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,,kpszsu/posts/pfbid0TneFwE6AayFrS64wiPHcoTpCpoEPuLmMfxDkA4pthnhEUyZBiQXDmokvfiXujXxml
2024-11-07 18:00,2024-11-08 09:00,Iskander-M,Rostov oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0TneFwE6AayFrS64wiPHcoTpCpoEPuLmMfxDkA4pthnhEUyZBiQXDmokvfiXujXxml
2024-11-08,2024-11-08,ZALA,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid024joSzP7tpVna1HSYhcsgX1aYnswb3JTEKvwu5NtdDYF4mF5kk9oMe1Gf2xAQqBDSl
2024-11-08,2024-11-08,Supercam,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid024joSzP7tpVna1HSYhcsgX1aYnswb3JTEKvwu5NtdDYF4mF5kk9oMe1Gf2xAQqBDSl
2024-11-08,2024-11-08,Iskander-M,Crimea,Mykolaiv oblast,,1.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid024joSzP7tpVna1HSYhcsgX1aYnswb3JTEKvwu5NtdDYF4mF5kk9oMe1Gf2xAQqBDSl
2024-11-06 21:00,2024-11-07 12:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast",Ukraine,,106.0,74.0,25.0,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast and Kherson oblast': 7, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN}",,,kpszsu/posts/pfbid03bWdfMFktkY6JsWEKAQtGQa84i24FDPzXrXWLQ88ukEFQfydAK5jqTbme8GpDTUql
2024-11-07,2024-11-07,ZALA,,south,,3.0,3.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0MqKawdFtvKA7tFmuqFshr4KxhoGSW7kCCsHjV4sprwG9H7FtykKJrKapaKzqcsUbl
2024-11-07,2024-11-07,Supercam,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0MqKawdFtvKA7tFmuqFshr4KxhoGSW7kCCsHjV4sprwG9H7FtykKJrKapaKzqcsUbl
2024-11-07,2024-11-07,Orlan-10,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0MqKawdFtvKA7tFmuqFshr4KxhoGSW7kCCsHjV4sprwG9H7FtykKJrKapaKzqcsUbl
2024-11-07,2024-11-07,Lancet,,south,,10.0,10.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0MqKawdFtvKA7tFmuqFshr4KxhoGSW7kCCsHjV4sprwG9H7FtykKJrKapaKzqcsUbl
2024-11-05 20:00,2024-11-06 07:30,X-59,Black Sea,Odesa oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0JzxY5fpgNDEonxPBmis3ZHCoCAFRAa2igBy7ztr487EBsZTAeW5AjbY6hukGdryHl
2024-11-05 20:00,2024-11-06 07:30,X-31P,Black Sea,Odesa oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0JzxY5fpgNDEonxPBmis3ZHCoCAFRAa2igBy7ztr487EBsZTAeW5AjbY6hukGdryHl
2024-11-05 20:00,2024-11-06 07:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Ukraine,,63.0,38.0,20.0,2.0,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 10, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid0JzxY5fpgNDEonxPBmis3ZHCoCAFRAa2igBy7ztr487EBsZTAeW5AjbY6hukGdryHl
2024-11-06,2024-11-06,ZALA,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02V5T4pMuRQc9wHtJbHhabspKJRtPFPhE2iP6QYgJBrQhF2hVSRPwYVoudjcpAd5Vbl
2024-11-06,2024-11-06,Orlan-10,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02V5T4pMuRQc9wHtJbHhabspKJRtPFPhE2iP6QYgJBrQhF2hVSRPwYVoudjcpAd5Vbl
2024-11-06,2024-11-06,Lancet,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02V5T4pMuRQc9wHtJbHhabspKJRtPFPhE2iP6QYgJBrQhF2hVSRPwYVoudjcpAd5Vbl
2024-11-04 20:00,2024-11-05 08:30,X-59/X-69,Black Sea,Odesa oblast,,2.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0aqJgefkRBdtJfG7Ut4P5ZqmVkZUkoiXP1nC71Wb67AMf3GyQe5RpFdQ5Wq1d7swLl
2024-11-04 20:00,2024-11-05 08:30,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,79.0,48.0,30.0,,{'russia': 1.0},,,,,,,,"{'Odesa oblast': 13, 'Khmelnytskyi oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN}",,,kpszsu/posts/pfbid0aqJgefkRBdtJfG7Ut4P5ZqmVkZUkoiXP1nC71Wb67AMf3GyQe5RpFdQ5Wq1d7swLl
2024-11-03 19:00,2024-11-04 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Ukraine,,80.0,50.0,27.0,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast and Kherson oblast': 13, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN}",,,kpszsu/posts/pfbid02Zcs2QFmRGsGnFCBSUCNjkRfmPhzCvuvwc4Z954CQfVHkTJutcyvipgrida7SMDJ6l
2024-11-03 19:00,2024-11-04 08:30,Iskander-M,Rostov oblast,Dnipropetrovsk oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02Zcs2QFmRGsGnFCBSUCNjkRfmPhzCvuvwc4Z954CQfVHkTJutcyvipgrida7SMDJ6l
2024-11-02 17:30,2024-11-03 09:00,X-59/X-69,Kursk oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02h57i7BNHvYc1KoHfR98jAbdcGnqL2W2Sd8sUBpD9koYhw6dLLCefMSaBMxUzqR35l
2024-11-02 17:30,2024-11-03 09:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Ukraine,,96.0,66.0,27.0,2.0,{'belarus': 1.0},,,,,,,,"{'Khmelnytskyi oblast': 6, 'Odesa oblast and Mykolaiv oblast': 6, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Kharkiv oblast': NaN}",,,kpszsu/posts/pfbid02h57i7BNHvYc1KoHfR98jAbdcGnqL2W2Sd8sUBpD9koYhw6dLLCefMSaBMxUzqR35l
2024-11-01 19:00,2024-11-02 11:00,X-31P,Belgorod oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,https://t.me/kpszsu/22252
2024-11-01 19:00,2024-11-02 11:00,Shahed-136/131,Kursk oblast and Oryol oblast,Ukraine,,71.0,39.0,21.0,5.0,{'russia': 5.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Kirovohrad oblast': NaN}",,,https://t.me/kpszsu/22252
2024-11-02,2024-11-02,Unknown UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0FEyQGCp7yuo1CiC7Xsh9aBCdajuCGDQt2XtPvksjQHWHEQJAoeujoNskQo4wbQRxl
2024-10-31 18:00,2024-11-01 08:00,X-59/X-69,Black Sea,Odesa oblast,,3.0,1.0,2.0,,{},,,,,,,,,,,kpszsu/posts/pfbid023jNQqbwTkCqPoprkSX73bqf8uoCKA9ySwP3Kk1py4SNc8jK3UoDmWTxrAyy7MqZvl
2024-10-31 18:00,2024-11-01 08:00,Shahed-136/131,Kursk oblast and Oryol oblast,Ukraine,,48.0,31.0,14.0,,{'belarus': 2.0},,,,,,,,"{'Khmelnytskyi oblast': 6, 'Vinnytsia oblast': NaN, 'Odesa oblast': NaN, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN}",,,kpszsu/posts/pfbid023jNQqbwTkCqPoprkSX73bqf8uoCKA9ySwP3Kk1py4SNc8jK3UoDmWTxrAyy7MqZvl
2024-11-01,2024-11-01,Orlan-10,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Ucai36QFzTLyPL9fPq7J8HuM9hWSKcJ3RS6ZmiB2KhCibW7vs9eHPY62drvzxvckl
2024-11-01,2024-11-01,Lancet,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Ucai36QFzTLyPL9fPq7J8HuM9hWSKcJ3RS6ZmiB2KhCibW7vs9eHPY62drvzxvckl
2024-11-01,2024-11-01,Iskander-M,,Kherson,,2.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Ucai36QFzTLyPL9fPq7J8HuM9hWSKcJ3RS6ZmiB2KhCibW7vs9eHPY62drvzxvckl
2024-10-30 18:30,2024-10-31 08:00,Shahed-136/131,Kursk oblast and Oryol oblast,Ukraine,,43.0,17.0,23.0,,{'russia': 3.0},,,,,,,,"{'Odesa oblast': NaN, 'Kharkiv oblast': NaN, 'Donetsk oblast': NaN, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Poltava oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid0UC7rtSxhnnVcSyhVknz8Mj2SuE44h7NHkzqD6a5Xvx73cfV1J1xGp85gciuSJRkml
2024-10-30 18:30,2024-10-31 08:00,Iskander-M/KN-23,Rostov oblast,Kramatorsk,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0UC7rtSxhnnVcSyhVknz8Mj2SuE44h7NHkzqD6a5Xvx73cfV1J1xGp85gciuSJRkml
2024-10-30 18:30,2024-10-30 20:30,X-59/X-69,Black Sea,Odesa oblast,,8.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0UC7rtSxhnnVcSyhVknz8Mj2SuE44h7NHkzqD6a5Xvx73cfV1J1xGp85gciuSJRkml
2024-10-30 18:30,2024-10-30 20:30,Iskander-M/KN-23,Crimea,Odesa oblast,,2.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0UC7rtSxhnnVcSyhVknz8Mj2SuE44h7NHkzqD6a5Xvx73cfV1J1xGp85gciuSJRkml
2024-10-29 20:00,2024-10-30 07:00,Unknown Missile,Belgorod oblast,Sumy oblast,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02LASnGabL7Mdr8tw7xUergnEEp5BCwC8GqxtxuUvN5H8apBPTrbx77ScExbSHXFUMl
2024-10-29 20:00,2024-10-30 07:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast,Ukraine,,62.0,33.0,25.0,,{},,,,,,,,"{'Khmelnytskyi oblast': 2, 'Kharkiv oblast': NaN, 'Donetsk oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,,kpszsu/posts/pfbid02LASnGabL7Mdr8tw7xUergnEEp5BCwC8GqxtxuUvN5H8apBPTrbx77ScExbSHXFUMl
2024-10-30,2024-10-30,Unknown UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0kL3qXK3Fv9mC7p7cBnngVvU9qSXPAiSMC2xkomdzmXXHgPan3VeF6LhSjgGD7HVol
2024-10-30,2024-10-30,Supercam,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0kL3qXK3Fv9mC7p7cBnngVvU9qSXPAiSMC2xkomdzmXXHgPan3VeF6LhSjgGD7HVol
2024-10-30,2024-10-30,Lancet,,south,,9.0,9.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0kL3qXK3Fv9mC7p7cBnngVvU9qSXPAiSMC2xkomdzmXXHgPan3VeF6LhSjgGD7HVol
2024-10-28 22:00,2024-10-29 09:00,Shahed-136/131,Kursk oblast and Oryol oblast,Ukraine,,48.0,26.0,20.0,,{'russia': 1.0},,,,,,,,"{'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN}",,,kpszsu/posts/pfbid0PZ8gja8VhKpQ94D19Qp1Bx8vTVc621DFJqkMDaMmDyR2SoCBETfkCw4WVBfv1ju3l
